data,regime,ticker,segmento,peso,retorno_ativo,contribuicao
2020-01-31,EXPANSAO_DESINFLACIONARIA,GC=F,Commodities,0.0833333333333333,0.03830765786425894,0.0031923048220215767
2020-02-29,EXPANSAO_INFLACIONARIA,GC=F,Commodities,0.0833333333333333,-0.011876965404106654,-0.0009897471170088874
2020-03-31,EXPANSAO_INFLACIONARIA,GC=F,Commodities,0.0833333333333333,0.012339395901399763,0.0010282829917833132
2020-04-30,EXPANSAO_INFLACIONARIA,GC=F,Commodities,0.0833333333333333,0.06366043021574086,0.005305035851311736
2020-05-31,RECESSAO_DESINFLACIONARIA,GC=F,Commodities,0.0833333333333333,0.03129086496263134,0.0026075720802192772
2020-06-30,RECESSAO_DESINFLACIONARIA,GC=F,Commodities,0.0833333333333333,0.032298908859111686,0.002691575738259306
2020-07-31,RECESSAO_DESINFLACIONARIA,GC=F,Commodities,0.0833333333333333,0.09470164463364528,0.007891803719470437
2020-08-31,RECESSAO_DESINFLACIONARIA,GC=F,Commodities,0.0833333333333333,0.002445448664360139,0.00020378738869667818
2020-09-30,RECESSAO_DESINFLACIONARIA,GC=F,Commodities,0.0833333333333333,-0.040709481896636035,-0.0033924568247196683
2020-10-31,EXPANSAO_INFLACIONARIA,GC=F,Commodities,0.0833333333333333,-0.005350980442880293,-0.00044591503690669094
2020-11-30,EXPANSAO_INFLACIONARIA,GC=F,Commodities,0.0833333333333333,-0.054170699861329275,-0.004514224988444104
2020-12-31,EXPANSAO_INFLACIONARIA,GC=F,Commodities,0.0833333333333333,0.06493216872142882,0.005411014060119066
2021-01-31,EXPANSAO_INFLACIONARIA,GC=F,Commodities,0.0833333333333333,-0.023109440069737586,-0.0019257866724781314
2021-02-28,EXPANSAO_INFLACIONARIA,GC=F,Commodities,0.0833333333333333,-0.06452664434118505,-0.005377220361765418
2021-03-31,EXPANSAO_INFLACIONARIA,GC=F,Commodities,0.0833333333333333,-0.00827494182040156,-0.0006895784850334631
2021-04-30,EXPANSAO_INFLACIONARIA,GC=F,Commodities,0.0833333333333333,0.031217177311077426,0.0026014314425897847
2021-05-31,ESTAGFLACAO,GC=F,Commodities,0.0833333333333333,0.07650084730180606,0.006375070608483836
2021-06-30,ESTAGFLACAO,GC=F,Commodities,0.0833333333333333,-0.06922467867115578,-0.005768723222596313
2021-07-31,ESTAGFLACAO,GC=F,Commodities,0.0833333333333333,0.023605108202631397,0.0019670923502192825
2021-08-31,ESTAGFLACAO,GC=F,Commodities,0.0833333333333333,0.001324078366098158,0.00011033986384151313
2021-09-30,ESTAGFLACAO,GC=F,Commodities,0.0833333333333333,-0.03289253508092249,-0.0027410445900768734
2021-10-31,EXPANSAO_INFLACIONARIA,GC=F,Commodities,0.0833333333333333,0.01578074995803025,0.0013150624965025202
2021-11-30,EXPANSAO_INFLACIONARIA,GC=F,Commodities,0.0833333333333333,-0.0052720271531471186,-0.00043933559609559303
2021-12-31,EXPANSAO_INFLACIONARIA,GC=F,Commodities,0.0833333333333333,0.02204554359729216,0.0018371286331076793
2022-01-31,EXPANSAO_INFLACIONARIA,GC=F,Commodities,0.0833333333333333,-0.00976441311229237,-0.0008137010926910304
2022-02-28,EXPANSAO_DESINFLACIONARIA,GC=F,Commodities,0.0833333333333333,0.0509749303621172,0.004247910863509765
2022-03-31,EXPANSAO_DESINFLACIONARIA,GC=F,Commodities,0.0833333333333333,0.033236125720581544,0.002769677143381794
2022-04-30,EXPANSAO_DESINFLACIONARIA,GC=F,Commodities,0.0833333333333333,-0.02046988679625228,-0.0017058238996876893
2022-05-31,EXPANSAO_DESINFLACIONARIA,GC=F,Commodities,0.0833333333333333,-0.03488194414341872,-0.0029068286786182256
2022-06-30,EXPANSAO_INFLACIONARIA,GC=F,Commodities,0.0833333333333333,-0.020947509962969124,-0.0017456258302474264
2022-07-31,EXPANSAO_INFLACIONARIA,GC=F,Commodities,0.0833333333333333,-0.022836844814264734,-0.0019030704011887272
2022-08-31,EXPANSAO_INFLACIONARIA,GC=F,Commodities,0.0833333333333333,-0.0284190679517341,-0.0023682556626445075
2022-09-30,EXPANSAO_DESINFLACIONARIA,GC=F,Commodities,0.0833333333333333,-0.029425515516854794,-0.002452126293071232
2022-10-31,EXPANSAO_DESINFLACIONARIA,GC=F,Commodities,0.0833333333333333,-0.0159408082355742,-0.0013284006862978495
2022-11-30,EXPANSAO_DESINFLACIONARIA,GC=F,Commodities,0.0833333333333333,0.06730238641898234,0.005608532201581859
